,ID,A1.1,F1A,F1B,F2A,F2B,I1,I2,I3,R1.1,R1.2,R1.3
0,https://doi.org/10.1594/PANGAEA.882943,2,2,2,2,1,2,1,2,2,0,1
1,https://doi.org/10.1594/PANGAEA.899327,2,2,2,2,1,2,1,2,2,0,1
2,https://doi.org/10.1594/PANGAEA.270895,2,2,2,2,1,2,1,2,2,0,1
3,https://doi.org/10.1594/PANGAEA.771715,2,2,2,2,1,2,1,2,2,0,1
4,https://doi.org/10.1594/PANGAEA.130724,2,2,2,2,1,2,1,2,2,0,1
5,https://doi.org/10.1594/PANGAEA.127552,2,2,2,2,1,2,1,2,2,0,1
6,https://doi.org/10.1594/PANGAEA.564196,2,2,2,2,1,2,1,2,0,0,1
7,https://doi.org/10.1594/PANGAEA.776360,2,2,2,2,1,2,1,2,0,0,1
8,https://doi.org/10.1594/PANGAEA.835984,2,2,2,2,1,2,1,2,2,0,1
9,https://doi.org/10.1594/PANGAEA.903439,2,2,2,2,1,2,1,2,2,0,1
10,https://doi.org/10.1594/PANGAEA.619858,2,2,2,2,1,2,1,2,0,0,1
11,https://doi.org/10.1594/PANGAEA.749588,2,2,2,2,1,2,1,2,2,0,1
12,https://doi.org/10.1594/PANGAEA.135513,2,2,2,2,1,2,1,2,2,0,1
13,https://doi.org/10.1594/PANGAEA.724520,2,2,2,2,1,2,1,2,0,0,1
14,https://doi.org/10.1594/PANGAEA.914745,2,2,2,2,1,2,1,2,2,0,1
15,https://doi.org/10.1594/PANGAEA.564146,2,2,2,2,1,2,1,2,0,0,1
16,https://doi.org/10.1594/PANGAEA.592478,2,2,2,2,1,2,1,2,2,0,1
17,https://doi.org/10.1594/PANGAEA.903524,2,2,2,2,1,2,1,2,2,0,1
18,https://doi.org/10.1594/PANGAEA.753650,2,2,2,2,1,2,1,2,2,0,1
19,https://doi.org/10.1594/PANGAEA.600836,2,2,2,2,1,2,1,2,2,0,1
20,https://doi.org/10.1594/PANGAEA.130754,2,2,2,2,1,2,1,2,2,0,1
21,https://doi.org/10.1594/PANGAEA.832953,2,2,2,2,1,2,1,2,0,0,1
22,https://doi.org/10.1594/PANGAEA.909058,2,2,2,2,1,2,1,2,2,0,1
23,https://doi.org/10.1594/PANGAEA.561416,2,2,2,2,1,2,1,2,0,0,1
24,https://doi.pangaea.de/10.1594/PANGAEA.776888,2,2,2,2,1,2,1,2,0,0,1
